claim_text,image_path,label,source_dataset
Fish Help Reduce Risk of One Kind of Colon Polyp in Women,data/raw/images/fakehealth/fh_story_reviews_00917_00990.jpg,0,fakehealth
The Scan That Saved My Life,data/raw/images/fakehealth/fh_story_reviews_00037_00992.jpg,0,fakehealth
Pop a Pill for Heartburn? Try Diet and Exercise Instead,data/raw/images/fakehealth/fh_story_reviews_00266_00995.jpg,0,fakehealth
Breast-cancer study questions lymph node removal,data/raw/images/fakehealth/fh_story_reviews_01210_00996.jpg,1,fakehealth
What Happens If You Try To Prevent Every Single Suicide?,data/raw/images/fakehealth/fh_story_reviews_00520_00997.jpg,1,fakehealth
The O-Shot: Incontinence fix or empty promise?,data/raw/images/fakehealth/fh_story_reviews_00217_00998.jpg,1,fakehealth
Low-dose combination of Avandia and metformin decreases progression to diabetes by two-thirds with few side effects,data/raw/images/fakehealth/fh_story_reviews_01544_01001.jpg,1,fakehealth
Fish Oil Linked to Lower Breast Cancer Risk,data/raw/images/fakehealth/fh_story_reviews_01510_01004.jpg,1,fakehealth
Study: CT scans can reduce lung cancer deaths by 20%,data/raw/images/fakehealth/fh_story_reviews_01329_01006.jpg,1,fakehealth
Olive Oil Linked to Reduced Stroke Risk,data/raw/images/fakehealth/fh_story_reviews_01066_01007.jpg,1,fakehealth
"Strawberries Fight Cancer, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01134_01008.jpg,0,fakehealth
Resveratrol May Suppress Inflammation in Humans,data/raw/images/fakehealth/fh_story_reviews_01476_01010.jpg,0,fakehealth
Effectiveness of statins is called into question,data/raw/images/fakehealth/fh_story_reviews_01472_01012.jpg,1,fakehealth
Here’s how one woman used an implant to get some relief from chronic back pain,data/raw/images/fakehealth/fh_story_reviews_00031_01014.jpg,0,fakehealth
Which antidepressant is right for you? This genetic test could help,data/raw/images/fakehealth/fh_story_reviews_00052_01018.jpg,1,fakehealth
Spit Test May Reveal The Severity Of A Child's Concussion,data/raw/images/fakehealth/fh_story_reviews_00239_01019.jpg,1,fakehealth
Partial rather than full knee replacements better for many – report,data/raw/images/fakehealth/fh_story_reviews_00077_01020.jpg,0,fakehealth
Blood Test Might Detect Deadly Pancreatic Cancer in Early Stages,data/raw/images/fakehealth/fh_story_reviews_00597_01021.jpg,0,fakehealth
"Experimental blood test could detect melanoma skin cancer early, study finds",data/raw/images/fakehealth/fh_story_reviews_00049_01023.jpg,1,fakehealth
"Walking Fends Off Loss Of Mobility, And It's Not Too Late To Start",data/raw/images/fakehealth/fh_story_reviews_00353_01024.jpg,1,fakehealth
Bypass Surgery Edges Stents For Heart Treatment,data/raw/images/fakehealth/fh_story_reviews_00892_01027.jpg,1,fakehealth
This Tiny Device Is a 'Game Changer' for People Facing Blindness,data/raw/images/fakehealth/fh_story_reviews_00262_01032.jpg,1,fakehealth
Average U.S. Diet May Kill Prostate Cancer Survivors,data/raw/images/fakehealth/fh_story_reviews_00609_01035.jpg,1,fakehealth
On Medicare and Assessing the Value of Lung Cancer Screening,data/raw/images/fakehealth/fh_story_reviews_00625_01036.jpg,1,fakehealth
Say Aaa! Then Zzz: Tonsillectomy Helps Kids Sleep,data/raw/images/fakehealth/fh_story_reviews_01168_01038.jpg,1,fakehealth
New test could help diagnose Alzheimer's disease in live patients,data/raw/images/fakehealth/fh_story_reviews_00770_01039.jpg,1,fakehealth
"Beta-blockers used by musicians, athletes, students to enhance performance",data/raw/images/fakehealth/fh_story_reviews_01462_01040.jpg,0,fakehealth
IUDs May Have A Surprising Added Health Benefit,data/raw/images/fakehealth/fh_story_reviews_00146_01045.jpg,1,fakehealth
MD Anderson researchers find potential way to detect pancreatic cancer early,data/raw/images/fakehealth/fh_story_reviews_00596_01046.jpg,0,fakehealth
Significant Number of Medicare Patients Getting Too-Frequent Colonoscopies,data/raw/images/fakehealth/fh_story_reviews_01100_01047.jpg,1,fakehealth
Phys Ed: Do Cortisone Shots Actually Make Things Worse?,data/raw/images/fakehealth/fh_story_reviews_01343_01048.jpg,1,fakehealth
Is a 3-D Mammogram Better at Avoiding False Positives?,data/raw/images/fakehealth/fh_story_reviews_00820_01049.jpg,1,fakehealth
"Low-dose aspirin can reduce risk of death from cancer, study says",data/raw/images/fakehealth/fh_story_reviews_00257_01050.jpg,0,fakehealth
Gastric Bypass May Improve Diabetes Quickly,data/raw/images/fakehealth/fh_story_reviews_01116_01051.jpg,1,fakehealth
Studies Find Two New Drugs Effective Against Advanced Melanoma,data/raw/images/fakehealth/fh_story_reviews_01073_01053.jpg,1,fakehealth
Nanoparticles Show Potential for Treating MS,data/raw/images/fakehealth/fh_story_reviews_00787_01054.jpg,1,fakehealth
Glioblastoma: Zika Virus Could Destroy Brain Cancer That Killed John McCain,data/raw/images/fakehealth/fh_story_reviews_00030_01058.jpg,1,fakehealth
'Play This Video Game And Call Me In The Morning',data/raw/images/fakehealth/fh_story_reviews_00562_01061.jpg,0,fakehealth
Probiotics' Benefits May Be More Than a Gut Feeling,data/raw/images/fakehealth/fh_story_reviews_00786_01065.jpg,1,fakehealth
New Procedure Makes Hyperhidrosis No Sweat,data/raw/images/fakehealth/fh_story_reviews_00897_01067.jpg,0,fakehealth
"Alzheimer's disease reversed in mice, offering hope for humans, new research shows",data/raw/images/fakehealth/fh_story_reviews_00108_01071.jpg,0,fakehealth
"Some with early-stage breast cancer can skip chemo, study says",data/raw/images/fakehealth/fh_story_reviews_00537_01072.jpg,1,fakehealth
Experimental Drug May Help Treat Psoriasis,data/raw/images/fakehealth/fh_story_reviews_00982_01075.jpg,1,fakehealth
Bloodsucking parasitic hookworms could help make millions of people healthier,data/raw/images/fakehealth/fh_story_reviews_00336_01076.jpg,0,fakehealth
More than 103 million Americans will have high blood pressure under new guidelines,data/raw/images/fakehealth/fh_story_reviews_00143_01078.jpg,1,fakehealth
No-Drill Dentistry: Fluoride Treatments Can Prevent Cavities In Adults,data/raw/images/fakehealth/fh_story_reviews_00470_01082.jpg,1,fakehealth
Vitamin IVs make bold health promises. But where's the evidence?,data/raw/images/fakehealth/fh_story_reviews_00279_01084.jpg,1,fakehealth
Scientists mix friendly bacteria into lotions to ward off bad germs,data/raw/images/fakehealth/fh_story_reviews_00280_01086.jpg,1,fakehealth
Study shows differences in pancreatic cancer treatments,data/raw/images/fakehealth/fh_story_reviews_01096_01090.jpg,0,fakehealth
More Support for Osteoporosis Drugs,data/raw/images/fakehealth/fh_story_reviews_00478_01096.jpg,1,fakehealth
Study: Aspirin Cuts Deaths From Cancers,data/raw/images/fakehealth/fh_story_reviews_01284_01097.jpg,1,fakehealth
New ALS drug Radicava comes with new questions as well,data/raw/images/fakehealth/fh_story_reviews_00187_01098.jpg,1,fakehealth
New test under development could find single cancer cell in blood,data/raw/images/fakehealth/fh_story_reviews_01261_01099.jpg,0,fakehealth
IUDs May Help Treat Endometrial Cancer,data/raw/images/fakehealth/fh_story_reviews_01389_01101.jpg,1,fakehealth
"Therapy often as good as surgery for knees, study finds",data/raw/images/fakehealth/fh_story_reviews_00746_01102.jpg,1,fakehealth
Cure For Cancer? FDA Announces New Aggressive Drug Attacking Originating Genes,data/raw/images/fakehealth/fh_story_reviews_00007_01104.jpg,0,fakehealth
Potential Parkinson's Treatment Explored,data/raw/images/fakehealth/fh_story_reviews_01114_01106.jpg,1,fakehealth
'Peanut patch' may protect against life-threatening allergy,data/raw/images/fakehealth/fh_story_reviews_00676_01107.jpg,1,fakehealth
Tiny Eye Telescope Brings Back A World Of Sight,data/raw/images/fakehealth/fh_story_reviews_01489_01108.jpg,1,fakehealth
The homeliest nut just got better,data/raw/images/fakehealth/fh_story_reviews_00461_01109.jpg,1,fakehealth
Deep Brain Stimulation for Stubborn Hypertension,data/raw/images/fakehealth/fh_story_reviews_01230_01110.jpg,1,fakehealth
Mindfulness Meditation May Cut IBS Symptoms,data/raw/images/fakehealth/fh_story_reviews_01098_01111.jpg,0,fakehealth
An avocado a day lowers cholesterol,data/raw/images/fakehealth/fh_story_reviews_00719_01112.jpg,1,fakehealth
"Genetic tests for psychiatric drugs spur hope, doubts",data/raw/images/fakehealth/fh_story_reviews_00534_01113.jpg,1,fakehealth
Study questions efficacy and safety of knee injections,data/raw/images/fakehealth/fh_story_reviews_00855_01115.jpg,0,fakehealth
Your Health: Should men also be screened for osteoporosis?,data/raw/images/fakehealth/fh_story_reviews_01487_01116.jpg,1,fakehealth
Researchers in Italy Found Bergamot Lowered Blood Cholesterol,data/raw/images/fakehealth/fh_story_reviews_00709_01117.jpg,1,fakehealth
Breath Test May Detect Colon Cancer,data/raw/images/fakehealth/fh_story_reviews_00782_01119.jpg,1,fakehealth
Allergy sufferers find relief in immunotherapy toothpaste,data/raw/images/fakehealth/fh_story_reviews_00387_01120.jpg,0,fakehealth
The Gentle Cesarean: More Like A Birth Than An Operation,data/raw/images/fakehealth/fh_story_reviews_00663_01121.jpg,1,fakehealth
"PSA saves lives, a new analysis finds. Not everyone agrees",data/raw/images/fakehealth/fh_story_reviews_00176_01122.jpg,1,fakehealth
Drug Shows Promise for Lupus Skin Conditions,data/raw/images/fakehealth/fh_story_reviews_00776_01123.jpg,1,fakehealth
Oral multiple sclerosis drug shows promise,data/raw/images/fakehealth/fh_story_reviews_01663_01125.jpg,0,fakehealth
"Bran, soy help cut cholesterol",data/raw/images/fakehealth/fh_story_reviews_01015_01126.jpg,0,fakehealth
New statin guidelines: Everyone 40 and older should be considered for the drug therapy,data/raw/images/fakehealth/fh_story_reviews_00329_01127.jpg,1,fakehealth
More Than 22% of Heart-Device Implantations Aren’t In Line With Guidelines,data/raw/images/fakehealth/fh_story_reviews_01260_01129.jpg,1,fakehealth
"Spit test may diagnose, predict duration of concussion in kids",data/raw/images/fakehealth/fh_story_reviews_00142_01130.jpg,1,fakehealth
"Extra Calcium and Vitamin D Aren’t Necessary, Report Says",data/raw/images/fakehealth/fh_story_reviews_01296_01132.jpg,1,fakehealth
Targeted Breast Cancer Drug Shrinks Tumors,data/raw/images/fakehealth/fh_story_reviews_01693_01133.jpg,0,fakehealth
Study: Lower salt intake could be riskier than thought,data/raw/images/fakehealth/fh_story_reviews_01109_01135.jpg,1,fakehealth
Facial-recognition software finds new use: diagnosing genetic disorders,data/raw/images/fakehealth/fh_story_reviews_00254_01136.jpg,0,fakehealth
New Approach to Cataract Surgery Using Infrared Laser,data/raw/images/fakehealth/fh_story_reviews_01606_01137.jpg,0,fakehealth
Tomatoes may help reduce stroke risk,data/raw/images/fakehealth/fh_story_reviews_00812_01141.jpg,1,fakehealth
Treating Sleep Apnea Without the Mask,data/raw/images/fakehealth/fh_story_reviews_00883_01143.jpg,0,fakehealth
"Some opioid addiction drugs harder to start than others, study finds",data/raw/images/fakehealth/fh_story_reviews_00144_01145.jpg,1,fakehealth
Hot flash remedies: Estrogen may be the best answer,data/raw/images/fakehealth/fh_story_reviews_00933_01149.jpg,1,fakehealth
Strange but true: Sleep deprivation can help depression. Penn scientists want to know why,data/raw/images/fakehealth/fh_story_reviews_00167_01151.jpg,1,fakehealth
Kite's CAR-T cancer therapy shows strong results in key study,data/raw/images/fakehealth/fh_story_reviews_00276_01152.jpg,1,fakehealth
Lay off the mega-doses of Vitamin D,data/raw/images/fakehealth/fh_story_reviews_00674_01153.jpg,1,fakehealth
Cholesterol-Lowering Drugs May Cut RA Risk,data/raw/images/fakehealth/fh_story_reviews_01417_01155.jpg,1,fakehealth
Sleep Drug May Treat Fibromyalgia Pain,data/raw/images/fakehealth/fh_story_reviews_01562_01157.jpg,1,fakehealth
"More People Should Get Statins, Report Says",data/raw/images/fakehealth/fh_story_reviews_00581_01158.jpg,1,fakehealth
Gardasil: New study shows it's safe.,data/raw/images/fakehealth/fh_story_reviews_00573_01159.jpg,1,fakehealth
Tai Chi improves symptoms of fibromyalgia,data/raw/images/fakehealth/fh_story_reviews_01456_01161.jpg,1,fakehealth
Can memory loss in Alzheimer's patients be reversed?,data/raw/images/fakehealth/fh_story_reviews_00409_01163.jpg,0,fakehealth
Walk A Little Faster To Get The Most Out of Your Exercise Time,data/raw/images/fakehealth/fh_story_reviews_00664_01165.jpg,1,fakehealth
Fish Oil Use in Pregnancy Didn’t Make Babies Smart,data/raw/images/fakehealth/fh_story_reviews_01352_01168.jpg,1,fakehealth
Irritable Bowel Syndrome Drug Succeeds in Trial,data/raw/images/fakehealth/fh_story_reviews_01413_01169.jpg,1,fakehealth
How a balloon can help you lose weight,data/raw/images/fakehealth/fh_story_reviews_00471_01174.jpg,0,fakehealth
This Blood Test Could Help Predict If A Pregnancy Is At Risk For Premature Labor,data/raw/images/fakehealth/fh_story_reviews_00063_01175.jpg,1,fakehealth
"First marijuana-derived drug approved, will target severe epilepsy",data/raw/images/fakehealth/fh_story_reviews_00058_01177.jpg,1,fakehealth
"New test can detect autism in children, scientists say",data/raw/images/fakehealth/fh_story_reviews_00106_01178.jpg,0,fakehealth
Ecstasy as a Remedy for PTSD? You Probably Have Some Questions.,data/raw/images/fakehealth/fh_story_reviews_00076_01179.jpg,1,fakehealth
New DNA Tests Aimed at Reducing Colon Cancer,data/raw/images/fakehealth/fh_story_reviews_01339_01180.jpg,1,fakehealth
Fish Oil Study Finds Little Benefit for Pregnant Women,data/raw/images/fakehealth/fh_story_reviews_01351_01181.jpg,1,fakehealth
Radiation From CT Scans May Raise Cancer Risk,data/raw/images/fakehealth/fh_story_reviews_01692_01182.jpg,1,fakehealth
Rethinking the Use of Hormones to Ease Menopause Symptoms,data/raw/images/fakehealth/fh_story_reviews_00369_01186.jpg,0,fakehealth
Study: Poor Results From Lap-Band Surgery,data/raw/images/fakehealth/fh_story_reviews_01161_01188.jpg,1,fakehealth
Light Drinking During Pregnancy: No Harm to Baby?,data/raw/images/fakehealth/fh_story_reviews_01377_01189.jpg,1,fakehealth
Long-Lasting Birth Control Cuts Pregnancy Rate,data/raw/images/fakehealth/fh_story_reviews_00864_01190.jpg,1,fakehealth
Drug Shows Promise in Treating a Type of Muscular Dystrophy in Boys,data/raw/images/fakehealth/fh_story_reviews_00817_01193.jpg,1,fakehealth
Mood-Boosting Magnets Might Help Treat Depression,data/raw/images/fakehealth/fh_story_reviews_00259_01196.jpg,0,fakehealth
"To Treat Depression, Try a Digital Therapist",data/raw/images/fakehealth/fh_story_reviews_00211_01197.jpg,1,fakehealth
How to soothe baby's colic? Pour a cup of tea,data/raw/images/fakehealth/fh_story_reviews_01154_01199.jpg,0,fakehealth
CDC To Doctors: Anti-HIV Pill No Magic Bullet Against Virus,data/raw/images/fakehealth/fh_story_reviews_01225_01200.jpg,1,fakehealth
Neurofeedback Gains Popularity and Second Looks,data/raw/images/fakehealth/fh_story_reviews_01375_01201.jpg,1,fakehealth
New drugs improve options for melanoma patients,data/raw/images/fakehealth/fh_story_reviews_00728_01203.jpg,1,fakehealth
Drug Extends Prostate Cancer Survival,data/raw/images/fakehealth/fh_story_reviews_01369_01204.jpg,0,fakehealth
Therapy animals are everywhere. Proof that they help is not.,data/raw/images/fakehealth/fh_story_reviews_00207_01206.jpg,1,fakehealth
"Sleep Fights Colds, Study Finds",data/raw/images/fakehealth/fh_story_reviews_00554_01207.jpg,1,fakehealth
Anti-Gravity Treadmill helps injured get moving again,data/raw/images/fakehealth/fh_story_reviews_01241_01208.jpg,0,fakehealth
"Study: Vaccine for Breast, Ovarian Cancer Has Potential",data/raw/images/fakehealth/fh_story_reviews_00973_01209.jpg,1,fakehealth
New pill prevents strokes with less bleeding risk for atrial fib patients,data/raw/images/fakehealth/fh_story_reviews_01317_01211.jpg,1,fakehealth
F.D.A. Approves New Drug for Flu,data/raw/images/fakehealth/fh_story_reviews_00017_01212.jpg,1,fakehealth
"Regular painkillers work as well as opioids for sprains, strains and fractures",data/raw/images/fakehealth/fh_story_reviews_00145_01213.jpg,1,fakehealth
"Text Reminders Help People Lower Cholesterol, Blood Pressure",data/raw/images/fakehealth/fh_story_reviews_00541_01214.jpg,1,fakehealth
Strobe lighting provides a flicker of hope in the fight against Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_00319_01215.jpg,0,fakehealth
Heart Hormone Linked to Calorie-Burning Brown Fat,data/raw/images/fakehealth/fh_story_reviews_00928_01216.jpg,1,fakehealth
"A virtual ""walk"" through the colon could detect cancer earlier",data/raw/images/fakehealth/fh_story_reviews_00592_01218.jpg,0,fakehealth
Stem cell research aims to put an end to root canals,data/raw/images/fakehealth/fh_story_reviews_00395_01219.jpg,0,fakehealth
Study: Antibiotics could dramatically reduce sexually transmitted infections,data/raw/images/fakehealth/fh_story_reviews_00131_01222.jpg,1,fakehealth
Does Putting On A Few Pounds Help You Cheat Death?,data/raw/images/fakehealth/fh_story_reviews_00437_01223.jpg,1,fakehealth
New Method Easing Preparation May Encourage Colon Checks,data/raw/images/fakehealth/fh_story_reviews_00868_01224.jpg,1,fakehealth
A New Frontier in Sun Protection,data/raw/images/fakehealth/fh_story_reviews_00583_01232.jpg,1,fakehealth
Got Low Back Pain? Massage Therapy May Rub It Out,data/raw/images/fakehealth/fh_story_reviews_01058_01233.jpg,1,fakehealth
A Breakthrough Against Leukemia Using Altered T-Cells,data/raw/images/fakehealth/fh_story_reviews_00774_01238.jpg,1,fakehealth
Evofem's birth control gel meets main study goal; shares rise,data/raw/images/fakehealth/fh_story_reviews_00001_01239.jpg,1,fakehealth
Modified polio vaccine helps fight deadly brain tumors,data/raw/images/fakehealth/fh_story_reviews_00057_01240.jpg,1,fakehealth
Nicotine Patch May Improve Memory,data/raw/images/fakehealth/fh_story_reviews_00939_01244.jpg,1,fakehealth
Cataract Surgery May Be Safer With Laser,data/raw/images/fakehealth/fh_story_reviews_00985_01245.jpg,1,fakehealth
New drug promising against cholesterol,data/raw/images/fakehealth/fh_story_reviews_01312_01247.jpg,1,fakehealth
Antidepressants relieve hot flashes,data/raw/images/fakehealth/fh_story_reviews_01239_01249.jpg,0,fakehealth
Egg Freezing Puts The Biological Clock On Hold,data/raw/images/fakehealth/fh_story_reviews_01083_01250.jpg,1,fakehealth
Remedies: Honey for Coughing,data/raw/images/fakehealth/fh_story_reviews_01275_01252.jpg,1,fakehealth
A Genetic Test for Prospective Parents,data/raw/images/fakehealth/fh_story_reviews_01392_01253.jpg,1,fakehealth
Cancer Breakthrough: Personalized Melanoma Vaccines ‘Safe and Effective’ in First Human Clinical Trials,data/raw/images/fakehealth/fh_story_reviews_00205_01254.jpg,1,fakehealth
10 million wisdom teeth are removed each year. That might be way too many.,data/raw/images/fakehealth/fh_story_reviews_00692_01257.jpg,1,fakehealth
Weight-loss pills can help. So why don't more people use them?,data/raw/images/fakehealth/fh_story_reviews_00035_01258.jpg,0,fakehealth
Prostate-Cancer Gene Test Helps Patients Decide on Treatment,data/raw/images/fakehealth/fh_story_reviews_00088_01259.jpg,1,fakehealth
Better communication can help couples affected by Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_00566_01260.jpg,0,fakehealth
"For Alzheimer's patients, resveratrol brings new hope",data/raw/images/fakehealth/fh_story_reviews_00548_01261.jpg,1,fakehealth
Patient's own stem cells help heal heart,data/raw/images/fakehealth/fh_story_reviews_00922_01266.jpg,1,fakehealth
Antibiotic shows lasting effects against diarrhea-focused irritable bowel syndrome,data/raw/images/fakehealth/fh_story_reviews_01568_01269.jpg,0,fakehealth
"Antidepressants Do Work, And Many More People Should Take Them: Major International Study",data/raw/images/fakehealth/fh_story_reviews_00105_01271.jpg,0,fakehealth
Blood From Young People Safe and Just Might Help Alzheimer's Patients,data/raw/images/fakehealth/fh_story_reviews_00147_01273.jpg,1,fakehealth
Psychedelics Promise a ‘Paradigm Shift’ in Treating Mental Illness,data/raw/images/fakehealth/fh_story_reviews_00551_01274.jpg,1,fakehealth
"New study finds surprising news about teens, marijuana, and health issues",data/raw/images/fakehealth/fh_story_reviews_00568_01277.jpg,0,fakehealth
Heart Treatment Overused,data/raw/images/fakehealth/fh_story_reviews_01056_01279.jpg,1,fakehealth
"Gene Therapy Might Be the Best, and Perhaps Only, Chance at Curing Brain Diseases",data/raw/images/fakehealth/fh_story_reviews_00447_01280.jpg,1,fakehealth
FDA approves cancer treatment that uses virus to attack tumors,data/raw/images/fakehealth/fh_story_reviews_00521_01282.jpg,1,fakehealth
"Should you take Tylenol, Advil, or aspirin for pain? Here's what the evidence says.",data/raw/images/fakehealth/fh_story_reviews_00559_01284.jpg,1,fakehealth
Seizure and Pain Drug May Treat Hot Flashes,data/raw/images/fakehealth/fh_story_reviews_01374_01285.jpg,1,fakehealth
Vitamin D for Mom May Lower Baby’s MS Risk,data/raw/images/fakehealth/fh_story_reviews_01642_01286.jpg,1,fakehealth
Sex in Old Age May Lead to a Sharper Mind,data/raw/images/fakehealth/fh_story_reviews_00668_01288.jpg,0,fakehealth
The other incontinence,data/raw/images/fakehealth/fh_story_reviews_00761_01289.jpg,1,fakehealth
"New Cure for Baldness Could Be Found in Existing Drug, Scientists Say",data/raw/images/fakehealth/fh_story_reviews_00073_01290.jpg,1,fakehealth
"New Vaccine Could Stop Heroin Abuse by Blocking High, Study Suggests",data/raw/images/fakehealth/fh_story_reviews_00221_01291.jpg,1,fakehealth
"Silicone Breast Implants: Safe, With Caveats",data/raw/images/fakehealth/fh_story_reviews_01050_01292.jpg,1,fakehealth
New Way to Treat Inoperable Lung Cancer,data/raw/images/fakehealth/fh_story_reviews_01615_01293.jpg,1,fakehealth
FDA Approves Vagus Nerve Stimulator to Treat Cluster Headaches,data/raw/images/fakehealth/fh_story_reviews_00249_01294.jpg,0,fakehealth
Health Experts Call For Heart Checkups For Kids,data/raw/images/fakehealth/fh_story_reviews_01685_01295.jpg,0,fakehealth
Soy Supplements May Cool Hot Flashes: Study,data/raw/images/fakehealth/fh_story_reviews_00884_01298.jpg,0,fakehealth
"Fecal transplants may help children with autism, researchers claim",data/raw/images/fakehealth/fh_story_reviews_00295_01300.jpg,0,fakehealth
Nasal spray shows promise as treatment for Alzheimer's disease,data/raw/images/fakehealth/fh_story_reviews_00702_01301.jpg,0,fakehealth
Muscle Relaxant May Ease Fibromyalgia Pain,data/raw/images/fakehealth/fh_story_reviews_01001_01302.jpg,1,fakehealth
Study Points to New Prostate Drug,data/raw/images/fakehealth/fh_story_reviews_01366_01303.jpg,1,fakehealth
Alzheimer's Drug Slows Memory Decline,data/raw/images/fakehealth/fh_story_reviews_00816_01304.jpg,1,fakehealth
Portable gluten test promises to ease dining woes,data/raw/images/fakehealth/fh_story_reviews_00525_01305.jpg,1,fakehealth
Musical Exercise Program Cuts Falls in Elderly,data/raw/images/fakehealth/fh_story_reviews_01306_01308.jpg,0,fakehealth
This Test Can Determine Whether You've Outgrown A Food Allergy,data/raw/images/fakehealth/fh_story_reviews_00166_01311.jpg,1,fakehealth
"Prisons fight opioids with $1,000 Vivitrol injections: Does it work?",data/raw/images/fakehealth/fh_story_reviews_00328_01314.jpg,1,fakehealth
New Portable Scanner for Breast Cancer,data/raw/images/fakehealth/fh_story_reviews_01341_01315.jpg,0,fakehealth
New helmet technology helping patients tackle baldness,data/raw/images/fakehealth/fh_story_reviews_00630_01316.jpg,1,fakehealth
Researchers one step closer to potential autism test,data/raw/images/fakehealth/fh_story_reviews_01293_01318.jpg,1,fakehealth
Dementia: Five-minute neck scan can spot symptoms earlier,data/raw/images/fakehealth/fh_story_reviews_00013_01319.jpg,0,fakehealth
Are e-cigarettes fueling a new addiction?,data/raw/images/fakehealth/fh_story_reviews_00650_01320.jpg,1,fakehealth
"Energy Drinks Promise Edge, but Experts Say Proof Is Scant",data/raw/images/fakehealth/fh_story_reviews_00769_01321.jpg,1,fakehealth
Are 3-D mammograms a breast cancer breakthrough?,data/raw/images/fakehealth/fh_story_reviews_01023_01323.jpg,1,fakehealth
Cutting Sugar Rapidly Improves Heart Health Markers,data/raw/images/fakehealth/fh_story_reviews_00391_01325.jpg,1,fakehealth
"For the Blind, an Actual-Reality Headset",data/raw/images/fakehealth/fh_story_reviews_00284_01327.jpg,1,fakehealth
Could hyperbaric treatment heal the brain?,data/raw/images/fakehealth/fh_story_reviews_00116_01331.jpg,1,fakehealth
Prostate Cancer Screening: Why Can’t Doctors Agree?,data/raw/images/fakehealth/fh_story_reviews_00840_01332.jpg,1,fakehealth
Embryo screening helps couples avoid genetic diseases,data/raw/images/fakehealth/fh_story_reviews_00427_01335.jpg,0,fakehealth
"Blood Test Can Tell Fetal Sex at 7 Weeks, Study Says",data/raw/images/fakehealth/fh_story_reviews_01028_01341.jpg,1,fakehealth
Aspirin May Cut Prostate Cancer Deaths,data/raw/images/fakehealth/fh_story_reviews_01350_01344.jpg,1,fakehealth
Training Your Brain So That You Don’t Need Reading Glasses,data/raw/images/fakehealth/fh_story_reviews_00261_01346.jpg,1,fakehealth
This Chef Lost 50 Pounds And Reversed Prediabetes With A Digital Program,data/raw/images/fakehealth/fh_story_reviews_00101_01347.jpg,1,fakehealth
Sweat it out! Skin patch aims to test sweat for health,data/raw/images/fakehealth/fh_story_reviews_00324_01349.jpg,0,fakehealth
Coffee could literally be a lifesaver,data/raw/images/fakehealth/fh_story_reviews_00512_01350.jpg,1,fakehealth
Chew On This: Sticking With Nicotine Gum for the Long Haul,data/raw/images/fakehealth/fh_story_reviews_01180_01351.jpg,1,fakehealth
"Peanut allergy experimental treatment helps 2 out of 3 sufferers, study finds",data/raw/images/fakehealth/fh_story_reviews_00009_01353.jpg,1,fakehealth
Mammograms’ Value in Cancer Fight at Issue,data/raw/images/fakehealth/fh_story_reviews_01398_01354.jpg,1,fakehealth
Pets Help People Manage The Pain Of Serious Mental Illness,data/raw/images/fakehealth/fh_story_reviews_00316_01357.jpg,1,fakehealth
Stem-cell therapy feels Food and Drug Administration’s pinch,data/raw/images/fakehealth/fh_story_reviews_01587_01358.jpg,1,fakehealth
"Boomers are going bionic, and they want joint replacements to let them do it all",data/raw/images/fakehealth/fh_story_reviews_00087_01359.jpg,1,fakehealth
Studies Confirm Brain Plaque Can Help Predict Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_00616_01360.jpg,1,fakehealth
No Cure For Morning Sickness Just Yet,data/raw/images/fakehealth/fh_story_reviews_01415_01362.jpg,1,fakehealth
Study offers potential breakthrough in care of children with autism,data/raw/images/fakehealth/fh_story_reviews_00338_01363.jpg,1,fakehealth
Do healthy people need an aspirin a day?,data/raw/images/fakehealth/fh_story_reviews_00460_01364.jpg,1,fakehealth
Treating PTSD With Virtual Reality Therapy: A Way to Heal Trauma,data/raw/images/fakehealth/fh_story_reviews_00393_01365.jpg,0,fakehealth
Best time of the month for women to quit smoking,data/raw/images/fakehealth/fh_story_reviews_00723_01366.jpg,0,fakehealth
Avocados may help lower 'bad' cholesterol,data/raw/images/fakehealth/fh_story_reviews_00721_01369.jpg,1,fakehealth
"Mindful meditation may be the answer to relieving chronic back pain, study suggests",data/raw/images/fakehealth/fh_story_reviews_00466_01370.jpg,1,fakehealth
"Relief for Severe Asthma, at a High Price",data/raw/images/fakehealth/fh_story_reviews_00827_01372.jpg,1,fakehealth
‘Weekend Warrior’ Workouts are Beneficial as Just 20 Minutes of Exercise a Day,data/raw/images/fakehealth/fh_story_reviews_00303_01373.jpg,1,fakehealth
Study: Vitamin B3 May Help Prevent Certain Skin Cancers,data/raw/images/fakehealth/fh_story_reviews_00620_01374.jpg,1,fakehealth
Merck drug Keytruda succeeds in late-stage esophageal cancer trial,data/raw/images/fakehealth/fh_story_reviews_00012_01375.jpg,0,fakehealth
Breast cancer study may influence use of aromatase inhibitors,data/raw/images/fakehealth/fh_story_reviews_00419_01377.jpg,1,fakehealth
Stem Cells for Knee Problems? U.S. Doctors Investigate,data/raw/images/fakehealth/fh_story_reviews_00123_01379.jpg,1,fakehealth
Good news for people who love spicy food,data/raw/images/fakehealth/fh_story_reviews_00300_01381.jpg,1,fakehealth
